Contract,PaperlessBilling,PaymentMethod,AutoRenewal,BillingCycle,DiscountApplied,LoyaltyProgramMember,customerID
Two year,No,Credit card (automatic),Yes,Quarter,Yes,Yes,6885-PKOAM
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,No,Yes,7520-HQWJU
One year,No,Mailed check,No,Monthly,Yes,Yes,9639-BUJXT
One year,Yes,Credit card (automatic),No,Monthly,Yes,Yes,5924-SNGKP
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,No,0021-IKXGC
Month-to-month,Yes,Electronic check,Yes,Monthly,No,No,2034-GDRCN
Two year,No,Bank transfer (automatic),Yes,Monthly,No,Yes,8966-SNIZF
Month-to-month,Yes,Electronic check,Yes,Monthly,No,,6243-OZGFH
One year,No,Bank transfer (automatic),No,Monthly,Yes,Yes,4654-DLAMQ
Two year,Yes,Credit card (automatic),No,Annual,Yes,Yes, 0513-RBGPE  
One year,No,Mailed check,Yes,Quarter,Yes,Yes,5160-UXJED
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,4115-NZRKS
Month-to-month, Yes  ,Bank transfer (automatic),Yes,Monthly,No,No,0219-YTZUE
Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,0623-IIHUG
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,4572-DVCGN
Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,3351-NGXYI
Two year,Yes,Electronic check,No,Monthly,Yes,Yes,8984-EYLLL
Month-to-month,No,Credit card (automatic),Yes,Monthly,Yes,Yes,9057-MSWCO
One year,No,Electronic check,No,Monthly,Yes,Yes,9833-TGFHX
Month-to-month,No,Mailed check,Yes,Monthly,No,Yes,9294-TDIPC
Two year,Yes,Bank transfer (automatic),No,Quarter,Yes,Yes,5229-DTFYB
One year,No,Credit card (automatic),No,Monthly,Yes,Yes,0104-PPXDV
Two year,Yes,Mailed check,No,Monthly,No,Yes,5176-LMJXE
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,No,Yes,3583-KRKMD
 Month-to-month  ,No,Bank transfer (automatic),No,Monthly,Yes,Yes,1010-DIAUQ
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,No,Yes,9069-LGEUL
Month-to-month,No,Mailed check,Yes,Monthly,Yes,No,7302-ZHMHP
One year,Yes,Credit card (automatic),Yes,Quarter,Yes,Yes,9571-EDEBV
Two year,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,3520-FJGCV
One year,No,Mailed check,No,Monthly,Yes,Yes,6563-VRERX
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,0259-GBZSH
Two year,No,Mailed check,No,Monthly,No,No,6122-EFVKN
One year,Yes,Credit card (automatic),No,Monthly,Yes,Yes,2805-EDJPQ
Month-to-month,,Credit card (automatic),Yes,Monthly,Yes,Yes,6862-CQUMB
One year,No,Credit card (automatic),No,Monthly,Yes,Yes,7156-MXBJE
Month-to-month,No,Mailed check,No,Monthly,No,No,6158-HDPXZ
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,No,Yes,9601-BRXPO
Two year,No,Electronic check,Yes,Monthly,Yes,Yes,2863-IMQDR
One year,No,Electronic check,No,Annual,Yes,Yes,5686-CMAWK
One year,Yes,Bank transfer (automatic),No,Semiann,No,Yes,5651-CRHKQ
Month-to-month,No,Mailed check,Yes,Monthly,Yes,Yes,6905-NIQIN
Two year,Yes,Bank transfer (automatic),Yes,Semiann,Yes,Yes,8204-YJCLA
Month-to-month,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,5167-ZFFMM
UNK-04988705,Yes,Bank transfer (automatic),No,Quarter,No,Yes,6583-SZVGP
Month-to-month,No,Mailed check,Yes,Monthly,No,Yes,4895-TMWIR
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,0533-BNWKF
One year,Yes,Electronic check,No,Monthly,Yes,Yes,1708-PBBOA
Month-to-month,Yes,Mailed check,Yes, Monthly  ,Yes,Yes,8782-LKFPK
Month-to-month,No,Electronic check,Yes,Monthly,Yes,No,5522-JBWMO
Month-to-month,Yes,Bank transfer (automatic), Yes  ,Monthly,Yes,Yes,3597-MVHJT
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,9774-NRNAU
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,0224-RLWWD
Month-to-month,No,Mailed check,No,Monthly,No,Yes,9967-ATRFS
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,3951-NJCVI
Two year,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,2977-CEBSX
Month-to-month,Yes,Bank transfer (automatic),Yes, Monthly  ,Yes,Yes,0177-PXBAT
Month-to-month,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,6599-CEBNN
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,2519-ERQOJ
One year,No,Mailed check,No,Monthly,Yes,Yes,5876-QMYLD
One year,No,Bank transfer (automatic),Yes,Monthly,Yes,No,2277-AXSDC
One year,No,Credit card (automatic),Yes,Monthly,No,Yes,9442-JTWDL
Month-to-month,Yes,Credit card (automatic),No,Monthly,Yes,Yes,0979-PHULV
One year,No,Bank transfer (automatic),Yes,Monthly,Yes,Yes,3067-SVMTC
Two year,Yes,Mailed check,Yes,Monthly,No,Yes,5495-GPSRW
Two year,Yes,Credit card (automatic),No,Monthly,Yes,Yes,
One year,Yes,Bank transfer (automatic),No,Quarter,No,Yes,4742-DRORA
Month-to-month,Yes,Mailed check,Yes,Monthly,No,Yes,0111-KLBQG
Month-to-month,Yes,Mailed check,Yes,Monthly,Yes,No,4800-VHZKI
Month-to-month,Yes,Mailed check,Yes,Monthly,No,Yes,7989-CHGTL
Month-to-month,Yes,Electronic check,No,Monthly,Yss,No,0334-GDDSO
One year,Yes,Bank transfer (automatic),No,Semiann,No,Yes,4163-NCJAK
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,5233-AOZUF
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,ORPH-d56e06f3
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,1996-DBMUS
Month-to-month,No,Bank transfer (automatic),No,Monthly,Yes,Yes,7916-VCCPB
Two year,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,4686-GEFRM
Two year,Yes,Mailed check,Yes,Monthly,Yes,Yes,5249-QYHEX
Month-to-month,No,Electronic check,Yes,Monthly,Yes,Yes,0578-SKVMF
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,5564-NEMQO
Month-to-month,Yes,Mailed check,Yes,Monthly,Yes,Yes,2233-FAGXV
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,Yes,No,5605-IYGFG
One year,No,Credit card (automatic),No,Monthly,Yes,Yes,7663-ZTEGJ
One year,No,Mailed check,No,Quarter,No,,3935-TBRZZ
Month-to-month,No,Bank transfer (automatic),Yes,Monthly,No,Yes,8111-BKVDS
Month-to-month,No,Bank transfer (automatic),No,Monthly,Yes,Yes,2055-SIFSS
One year,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,2806-MLNTI
Month-to-month,No,Electronic check,Yes,Monthly,No,Yes,8734-DKSTZ
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,4360-PNRQB
One year,No,Bank transfer (automatic),No,Monthly,Yes,Yes,6152-ONASV
Month-to-month,Yes,Mailed check,Yes,Monthly,Yes,Yes,9063-ZGTUY
Two year,Yes,Credit card (automatic),No,Monthly,Yes,Yes,7781-HVGMK
Month-to-month,No,Electronic check,No,Monthly,Yes,No,2181-UAESM
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,No,Yes,2957-LOLHO
Two year,Yes,Electronic check, No  ,Quarter,No,Yes,6048-NJXHX
Month-to-month,Yes,Credit card (automatic),No,semiann,Yes,Yes,2320-SLKMB
One year,No,Bank transfer (automatic),No,Monthly,No,No,4980-URKXC
Two year,Yes,Credit card (automatic),No,Monthly,Yes,Yes,4376-KFVRS
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,No,Yes,5886-VLQVU
Month-to-month,No,Mailed check,Yes,Monthly,No,Yes,3577-AMVUX
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,0771-WLCLA
Month-to-month,No,Credit card (automatic),Yes,Monthly,Yes,Yes,5628-RKIFK
One year,Yes,Mailed check,No,Semiann,No,Yes,0206-TBWLC
Month-to-month,No,Electronic check,Yes,Monthly,No,Yes,2937-FTHUR
Month-to-month,No,Electronic check,Yes,Monthly,No,Yes,1910-FMXJM
Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,7752-XUSCI
Month-to-month, No  ,,Yes,Monthly,Yes,Yes,4110-PFEUZ
Two year,Yes,Bank transfer (automatic),No,Monthly,Yes,Yes,0732-OCQOC
Month-to-month,Yes, Electronic check  ,Yes,Monthly,Yes,Yes,5168-MSWXT
Two year,No,Bank transfer (automatic),No,Monthly,No,Yes,1090-ESELR
One year,No,Mailed check,No,Monthly,No,Yes,8592-PLTMQ
Month-to-month,Yes,Mailed check,Yes,Monthly,Yes,Yes,5760-WRAHC
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,No,Yes,8847-GEOOQ
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,No,0256-LTHVJ
Two year,No,Mailed check,No,Monthly,No,Yes,4785-FCIFB
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,8313-NDOIA
One year,No,Bank transfer (automatic),Yes,Semiann,Yes,Yes,5149-CUZUJ
Two year,No,Bank transfer (automatic),No,Monthly,No,Yes,0942-KOWSM
Month-to-month,No,Mailed check,Yes,Monthly,No,No,4237-CLSMM
Month-to-month,Yes,Electronic check,Yes,Monthly,No,No,1452-VOQCH
Month-to-month,No,Mailed check,Yes,Monthly,No,No,4719-UMSIY
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,6614-VBEGU
Month-to-month,No,Electronic check,No,Monthly,No,No,0880-TKATG
Month-to-month,Yes,Electronic check,No,Monthly,No,No,3811-VBYBZ
,Yes, Bank transfer (automatic)  ,No,Semiann,No,Yes,1480-BKXGA
Two year,Yes,Mailed check,Yes,Quarter,No,Yes,2996-XAUVF
Two year,No,Electronic check,Yes,Monthly,No,Yes,9076-AXYIK
One year,Yes,Electronic check,Yes,Monthly,No,Yes,5968-XQIVE
Two year,No,Mailed check,No,Monthly,No,Yes,8896-RAZCR
Month-to-month,No,Electronic check,Yes,Monthly,Yes,Yes,4640-UHDOS
One year,No,Mailed check,No,Semiann,No,Yes,4933-IKULF
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,3583-EKAPL
Month-to-month,Yes, Mailed check  ,Yes,Monthly,Yes,Yes,1304-BCCFO
Month-to-month,No,Mailed check,Yes,Monthly,Yes,No,4104-PVRPS
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,No,9399-APLBT
Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,2359-KMGLI
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,3780-DDGSE
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,No,4431-EDMIQ
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,No,0306-JAELE
Month-to-month,No,Bank transfer (automatic),Yes,Monthly,No,No,6227-HWPWX
Two year,No,Mailed check,No,Monthly,Yes,No,0486-LGCCH
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,0447-BEMNG
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,No,4612-SSVHJ
One year,Yes,Bank transfer (automatic),Yes,Annual,No,Yes,5168-MQQCA
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,No,5949-XIKAE
Two year,Yes,Credit card (automatic),No,Monthly,No,Yes,7971-HLVXI
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,9094-AZPHK
Two year,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,3649-JPUGY
Two year,no,Bank transfer (automatic),No,Annual,No,No,4472-LVYGI
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,No,8372-JUXUI
Two year,Yes,Bank transfer (automatic),Yes,Quarter,Yes,Yes,3552-CTCYF
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,6778-YSNIH
Month-to-month,Yes,Electronic check,No,Monthly,,Yes,0388-EOPEX
One year,No,Bank transfer (automatic),No,Monthly,Yes,Yes,5756-OZRIO
Month-to-month,No,Mailed check,Yes,Monthly,Yes,No,6579-JPICP
One year,Yes,Bank transfer (automatic),No,Quarter,Yes,Yes,8205-OTCHB
Month-to-month,No,Mailed check,Yes,Monthly,Yes,yes,4134-BSXLX
,No,Bank transfer (automatic),No,Monthly,Yes,Yes,0505-SPOOW
 Month-to-month  ,No,Electronic check,Yes,Monthly,No,,6235-VDHOM
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,Yes,No,7783-YKGDV
One year,No,Credit card (automatic),Yes,Monthly,Yes,Yes,4374-YMUSQ
Two year, Yes  ,Credit card (automatic),Yes,Monthly,Yes,Yes,4513-CXYIX
One year,No,Bank transfer (automatic),No,Annual,No,Yes,3957-HHLMR
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,7803-XOCCZ
Two year,Yes,Credit card (automatic),Yes,Semiann,Yes,Yes,5736-YEJAX
Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,5609-CEBID
Month-to-month,Yes,Mailed check,Yes,Monthly,Yes,Yes,8981-FJGLA
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,7218-HKQFK
Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,4636-QRJKY
Month-to-month,No,Mailed check,Yes,Monthly,Yes,Yes,1135-LMECX
One year,No,Credit card (automatic),Yes,Quartxr,Yes,Yes,4332-MUOEZ
Month-to-month,Yes,Electronic check,No,Monthly,No,Yes, 8535-SFUTN  
Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,5956-VKDTT
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,No,Yes,8677-HDZEE
Month-to-month,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,2475-MROZF
Month-to-month,No,Bank transfer (automatic),Yes,Monthly,Yes,Yes,ORPH-d7b396fe
One year,No,Mailed check,No,Monthly,Yes,Yes,3482-ABPKK
Month-to-month,No,Electronic check,Yes,Monthly,No,Yes,6705-LXORM
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,0257-ZESQC
Month-to-month,No,Credit card (automatic),Yes,Monthly,Yes,Yes,7531-GQHME
One year,Yes,Electronic check,No,Quarter,No,Yes,5174-ITUMV
Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,4109-CYRBD
Month-to-month, No  ,Bank transfer (automatic),Yes,Monthly,Yes,Yes,0913-XWSCN
Month-to-month,No,Bank transfer (automatic),Yes,Monthly,No,Yes,6825-UYPFK
Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,8397-MVTAZ
One year,No,Electronic check,No,Monthly,Yes,Yes,0750-EBAIU
Two year,Yes,Credit card (automatic),Yes,Monthly,No,Yes,8606-CIQUL
One year,Yes,Credit card (automatic),Yes,Quarter,Yes,Yes, 3571-DPYUH  
Two year,No,Mailed check,No,Monthly,Yes,Yes,7601-GNDYK
Two year,Yes,,No,Monthly,No,Yes,0356-OBMAC
Two year,Yes,Credit card (automatic),Yes,Monthly,No,Yes,8067-NIOYM
Two year,No,Credit card (automatic),No,Quarter,Yes,Yes,1403-GYAFU
Month-to-month,Yes,Electronic check,Yes,Monthly,No,No,4234-XTNEA
One year,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,1297-VQDRP
Month-to-month,Yes,Electronic check,No,Monthly,No,No,9282-IZGQK
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,5348-CAGXB
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,No,Yes,
One year,Yes,Mailed check,No,SEMIANN ,Yes,No,5844-QVTAT
One year,Yes,Credit card (automatic),Yes,Semiann,Yes,Yes,8905-IAZPF
Two year,Yes,Bank transfer (automatic),No,Monthly,Yes,Yes, 5394-MEITZ  
Two year,Yes,Bank transfer (automatic),Yes,Quarter,Yes,Yes,6859-QNXIQ
Month-to-month,Yes,Mailed check,Yes,Monthly,Yes,Yes,2782-LFZVW
Month-to-month,No,Mailed check,Yes,Monthly,Yes,No,2866-IKBTM
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,No,No,1342-JPNKI
 Month-to-month  ,Yes,Credit card (automatic),Yes,Monthly,Yes,No,2817-NTQDO
One year,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,7129-AZJDE
Month-to-month,Yes,Mailed check,Yes,Monthly,Yes,Yes,6986-IJDHX
One year,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,2560-PPCHE
One year,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,4676-MQUEA
Month-to-month,No,Mailed check,Yes,Monthly,No,Yes,8138-EALND
Two year, Yes  ,Bank transfer (automatic),Yes,Monthly,Yes,Yes,ORPH-6a9bab53
Two year,Yes,Bank transfer (automatic),No,Quarter,Yes,Yes,1352-HNSAW
Two year,No,Bank transfer (automatic),No,Monthly,Yes,Yes,2075-PUEPR
Two year,Yes,Credit card (automatic),No,Monthly,Yes,Yes,1982-FEBTD
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,5301-GAUUY
UNK-04db1ba6,Yes,Bank transfer (automatic),No,Monthly,Yes,Yes,5791-KAJFD
Month-to-month,No,Bank transfer (automatic),Yes,Monthly,Yes,No,2654-VBVPB
One year,No,Mailed check,No,Quarter,No,Yes,1154-HYWWO
Month-to-month,No,Electronic check,Yes,Monthly,No,Yes,2501-XWWTZ
Month-to-month, Yes  ,Electronic check,Yes,Monthly,No,No,3716-UVSPD
One year,Yes,Electronic check,No,Monthly,Yes,Yes,6815-ABQFQ
Month-to-month,Yes,Mailed check,Yes,Monthly,Yes,Yes,7343-EOBEU
Month-to-month,No,Credit card (automatic),No,Monthly,No,No,3701-SFMUH
Two year,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,6103-LIANB
Month-to-month,No,Bank transfer (automatic),Yes,Monthly,Yes,Yes,7319-VENRZ
 Two year  ,Yes,Credit card (automatic),Yes,Annual,Yes,Yes,ORPH-e620a64e
One year,No,Electronic check,No,Monthly,Yes,No,6967-QIQRV
Two year,No,Credit card (automatic),No,Quarter,Yes,Yes,5781-RFZRP
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,0939-YAPAF
One year,Yes,Credit card (automatic),No,Monthly,Yes,Yes,0308-IVGOK
Two year,Yes,Credit card (automatic),No,Monthly,,Yes,7293-LSCDV
Two year,No,Bank transfer (automatic),Yes,Monthly,Yes,Yes,7025-WCBNE
One year,No,Credit card (automatic),No,Semiann,Yes,Yes,5756-JYOJT
One year,No,Credit card (automatic),No,Quarter,Yes,Yes,ORPH-aa507214
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,No,6030-REHUX
Two year,Yes,Mailed check,Yes,Monthly,Yes,Yes,9548-LIGTA
One year,No,bank transfer (automatic),Yes,Quarter,Yes,Yes,5150-LJNSR
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,8270-RKSAP
Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,6522-YRBXD
Month-to-month,Yes,Mailed check,Yes,Monthly,Yes,No,2640-LYMOV
Month-to-month,No,Mailed check,Yes,Monthly,No,Yes,1218-VKFPE
Month-to-month,No,Mailed check,Yes,Monthly,Yes,No,3627-FHKBK
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,2865-TCHJW
Month-to-month,Yes,Mailed check,Yes,Monthly,Yes,Yes,1423-BMPBQ
Month-to-month,Yes,Mailed check,No,Monthly,No,Yes,2393-DIVAI
Month-to-month,Yes,Electronic check,Yes,Monthly, Yes  ,No,5192-EBGOV
Two year,Yes,Credit card (automatic),Yes,Quarter,Yes,Yes,4568-KNYWR
One year,No,Mailed check,No,Monthly,Yes,Yes,8752-IMQOS
Two year,Yes,Electronic check,No,Monthly,No,Yes,0742-LAFQK
Two year,No,Electronic check,Yes,Monthly,Yes,Yes,0795-LAFGP
Two year,Yes,Credit card (automatic),No,Monthly,Yes,Yes,0619-OLYUR
One year,No,Electronic check,no,Quarter,Yes,Yes,5512-IDZEI
Two year,No,Credit card (automatic),Yes,Quarter,Yes,Yes,0459-SPZHJ
Month-to-month,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,0215-BQKGS
Month-to-month,No,Mailed check,Yes,Monthly,Yes,No,9244-ZVAPM
Month-to-month,Yes,Mailed check,No,Monthly,Yes,No,0719-SYFRB
Two year,No,Mailed check,No,Quarter,Yes,No,8208-EUMTE
Month-to-month,No,Mailed check,Yes,Monthly,No,Yes,5172-MIGPM
One year,Yes,Credit card (automatic),No,Quarter,No,Yes,1710-RCXUS
Two year,Yes,Credit card (automatic),No,Quarter,Yes,Yes,0374-FIUCA
Month-to-month,Yes,Credit card (automatic),Yes,Monthly,Yes, Yes  ,5839-SUYVZ
One year,No,Mailed check,No,Quarter,Yes,Yes,5173-ZXXXL
One year,Yes,Bank transfer (automatic),Yes,Semiann,Yes,Yes,1096-ADRUX
Two year,No,Electronic check,Yes,Monthly,No,Yes,2001-MCUUW
One year,Yes,Bank transfer (automatic),No,Quarter,Yes,No,2731-GJRDG
Two year,No,Credit card (automatic),No,Quarter,Yes,Yes,4723-BEGSG
Two year,No,Credit card (automatic),Yes,Monthly,No,Yes,6516-NKQBO
One year,No,Credit card (automatic),Yes,Monthly,Yes,Yes,8672-OAUPW
Two year,No,Bank transfer (automatic),No,Quarter,No,Yes,8207-DMRVL
Month-to-month,No,Bank transfer (automatic),Yes,Monthly,No,Yes,3419-SNJJD
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,No,6543-CPZMK
Month-to-month,No,Mailed check,No,Monthly,No,No,4765-OXPPD
Two year,No,Mailed check,Yes,Monthly,Yes,Yes,2804-ETQDK
One year,Yes,Credit card (automatic),No,Monthly,Yes,Yes,6689-VRRTK
Two year,No,Bank transfer (automatic),No,Monthly,Yes,Yes,7138-GIRSH
,No,Mailed check,Yes,Monthly,Yes,No,9396-ZSFLL
Month-to-month,Yes,Credit card (automatic),Yes,Monthly,Yes,No,6464-KEXXH
One year,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,7134-MJPDY
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,5240-CAOYT
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,4059-IIEBK
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,4881-JVQOD
One year,Yes,Electronic check,No,Monthly,Yes,Yes,0516-UXRMT
UNK-83193fed,Yes,Electronic check,Yes,Monthly,No,Yes,4851-BQDNX
Two year,No,Mailed check,Yes,Quarter,No,Yes,5148-HKFIR
Month-to-month,No,Bank transfer (automatic),Yes,Monthly,Yes,No,1009-IRMNA
Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,3003-CMDUU
Month-to-month,No,Electronic check,No,Monthly,No,Yes,5016-IBERQ
One year,No,Credit card (automatic),No,Monthly,Yes,Yes,6797-UCJHZ
Two year,No,Electronic check,No,Monthly,No,Yes,2469-DTSGX
Month-to-month,No,Credit card (automatic),No,Monthly,No,Yes,4554-YGZIH
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,No,Yes,5099-BAILX
Month-to-month,No,Bank transfer (automatic),No,Monthly,Yes,Yes,9931-KGHOA
Two year,No,Credit card (automatic),Yes,Monthly,No, Yes  ,1775-KWJKQ
One year,No,Mailed check,Yes,Monthly,Yes,No,7665-VIGUD
One year,Yes,Bank transfer (automatic),No,Monthly,Yes,Yes,9411-TPQQV
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,7207-RMRDB
Two year,No,Bank transfer (automatic),No,Quarter,No,Yes,7954-MLBUN
Two year,No,Credit card (automatic),No,Monthly,No,Yes,2077-DDHJK
One year,Yes,Bank transfer (automatic),Yes,Monthly,Yes,Yes,4913-EHYUI
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,No,0195-IESCP
Two year,No,Bank transfer (automatic),Yes,Monthly,Yes,Yes,9574-BOSMD
Month-to-month,No,Electronic check,Yes,Monthly,Yes,Yes,4580-TMHJU
Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,0970-ETWGE
One year,Yes,Bank transfer (automatic),Yes,Annual,Yes,Yes,4908-XAXAY
Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,8404-VLQFB
 Month-to-month  ,Yes,Electronic check,Yes,Monthly,No,Yes,1626-ERCMM
Month-to-month,Yes,Mailed check,Yes,Monthly,Yes,No,0887-HJGAR
One year,Yes,Electronic check,Yes,Semiann,Yes,Yes,2391-IPLOP
Month-to-month,No,Electronic check,Yes,Monthly,Yes,No,5644-PDMZC
Month-to-month,No,,No,Monthly,Yes,Yes,3509-GWQGF
Month-to-month,Yes,Bank transfer (automatic),Yes,Monthly,No,Yes,9576-ANLXO
Month-to-month,Yes,Mailed check,Yes,Monthly,No,Yes,2024-BASKD
Two year,No,Mailed check,No,Quarter,Yes,Yes,5845-BZZIB
Month-to-month,No,Mailed check,Yes,Monthly,No,Yes,1140-UKVZG
Month-to-month,No,Electronic check,Yes,Monthly,No,No,4160-AMJTL
Month-to-month,Yes,Credit card (automatic),Yes,Monthly,Yes,No,5183-SNMJQ
Two year,Yes,Credit card (automatic),Yes,Monthly,Yes,Yes,8100-PNJMH
One year,No,Bank transfer (automatic),No,Monthly,Yes,Yes,7838-LAZFO
One year,No,Mailed check,Yes,Monthly,Yes,Yes,4464-JCOLN
Month-to-month,No,Bank transfer (automatic),Yes,Monthly,No,Yes,2085-JVGAD
Month-to-month,Yes,Mailed check,Yes,Monthly,Yes,No,5650-VDUDS
Month-to-month,No,Mailed check,Yes,Monthly,No,No,8095-WANWK
Month-to-month,No,Mailed check,Yes,Monthly,Yes,Yes,3030-ZKIWL
Two year,Yes,Mailed check,Yes,Monthly,No,Yes,9565-FLVCG
Two year,No,Bank transfer (automatic),Yes,Monthly,No,Yes,8755-OGKNA
Month-to-month,Yes,Mailed check,Yes,Monthly,No,Yes,2800-VEQXM
Month-to-month,No,Electronic check,Yes,Monthly,Yes,Yes,7538-GWHML
Month-to-month,Yes,Bank transfer (automatic),No,Monthly,No,Yes,5533-RJFTJ
Month-to-month,No,Mailed check,Yes,Monthly,Yes,Yes,3859-CVCET
Two year,No,Bank transfer (automatic),No,Monthly,Yes,Yes,ORPH-c0b81e90
One year,Yes,Bank transfer (automatic),No,Semiann,Yes,Yes,5642-MHDQT
Two year,No,Credit card (automatic),Yes,Quarter,Yes,Yes,3088-FVYWK
Month-to-month,Yes,Mailed check,No,Monthly,No,No,3276-HDUEG
Month-to-month,Yes,Credit card (automatic),No,Monthly,Yes,Yes,9092-GDZKO
Month-to-month,Yes,Electronic check,Yes,Monthly,No,Yes,0823-HSCDJ
Two year,Yes,Electronic check,No,Annual,No,Yes,3729-OWRVL
One year,No,Bank transfer (automatic),Yes,Semiann,Yes,Yes,2324-AALNO
Month-to-month,Yes,Electronic check,Yes,Monthly,Yes,Yes,0822-GAVAP
Month-to-month,No,Mailed check,Yes,Monthly,Yes,No,5760-IFJOZ
Month-to-month,No,Bank transfer (automatic),Yes,Monthly,No,Yes,2826-UWHIS
Month-to-month,No,Electronic check,Yes,Monthly,Yes,Yes,1448-PWKYE
