PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,SmartHomePackage,GamingBundle,InternationalCallingPlan,CloudStoragePlan,customerID
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,6655-LHBYW
Yes,No,DSL,No,No,No,No,No,No,Yes,No,Yes,Yes,ORPH-95ca2418
No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5046-NUHWD
No,No phone service,DSL,No,No,Yes,No,No,Yes,No,No,Yes,Yes,7273-TEFQD
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,No,,Yes,3606-TWKGI
Yes,Yes,Fiber optic,no,Yes,No,No, No  ,Yes,Yes,No,Yes,Yes,7529-ZDFXI
No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,7605-BDWDC
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,1950-KSVVJ
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,0123-CRBRT
Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,Yes,6292-TOSSS
Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3197-ARFOY
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Yes,Yes,6323-AYBRX
Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,yes,,No,7014-ZZXAW
Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,4385-GZQXV
Yes,No,DSL,Yes,Yes,No,Yes,No,No,yes,No,Yes,Yes,7633-MVPUY
No,No phone service,DSL,No,No,No,No,No,No,Yes,No,No,No,6366-ZGQGL
Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,4716-HHKQH
Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Yes,No,Yes,5940-AHUHD
,Yes,Fiber optic,No,Yes,No, Yes  ,No,No,Yes,Yes,Yes,No,6432-TWQLB
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,4484-GLZOU
Yes,No,DSL,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,3179-GBRWV
No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,8645-KWHJO
Yes,No,DSL,No,Yes,No,No,No,No,Yes,Yes,Yes,No,4130-MZLCC
Yes,No,DSL,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,0314-TKOSI
Yes,No,DSL,No,Yes,No,No,No,No,,Yes,Yes,No,8229-MYEJZ
Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,YES ,No,No,
Yes,Yes,DSL,Yes,No,No,No,No,No,Yes,Yes,No,No,9577-WJVCQ
Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,9512-UIBFX
Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Yes,Yes,No,6202-DYYFX
Yes,No,DSL,No,No,No,No,No,No,Yes,Yes,Yes,No,3808-HFKDE
Yes,No,Fiber optic,No,No,No,No,No,No,No,No,Yes,No,5583-SXDAG
Yes,No,Fiber optic,No,Yes,No,No,No,No,Yes,No,No,Yes,3488-PGMQJ
Yes,No,DSL,No,No,No,No,No,No,No,No,Yes,Yes, 3580-REOAC  
Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Yes,Yes,No,7534-BFESC
Yes,No,DSL,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,3727-OWVYD
Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,2294-SALNE
 Yes  ,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,No,No,Yes,4847-TAJYI
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes,No,Yes,1563-IWQEX
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes,No,No,8203-XJZRC
Yes,No,Fiber optic,No,No,Yes,No,No,No,Yes,No,No,No,6556-DBKZF
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,6851-WEFYX
Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,No,Yes,No,No,2985-JUUBZ
Yes,No,Fiber optic,Yes,No,No,No,No,No,Yes,No,No,Yes,6390-DSAZX
Yes,No,DSL, No  ,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,UNK-b56eb4f2
Yes,Yes,Fiber optic,No,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,8098-LLAZX
Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,,Yes,Yes,Yes,8266-VBFQL
No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,8181-YHCMF
Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,2240-HSJQD
Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,No,1248-DYXUB
Yes,Yes,Fiber optic,No,No,No,No,,No,Yes,Yes,No,Yes,0265-EDXBD
Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,4115-BNPJY
Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,3167-SNQPL
Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,4091-TVOCN
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,No,1098-TDVUQ
Yes,No,Fiber optic,Yes,,No,Yes,No,Yes,Yes,Yes,No,No,7277-OZCGZ
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1557-EMYVT
Yes,No,Fiber optic,No,No,No,No,No,No,,Yes,No,Yes,UNK-5edc25b8
Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,No,Yes,Yes,7563-BIUPC
Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5027-YOCXN
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,No,3973-SKMLN
YES ,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,ORPH-6a70493e
Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,ORPH-e44bf532
Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,6745-JEFZB
Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,5020-ZSTTY
No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,9880-TDQAC
Yes,No,DSL,No,No,No,No,No,No,Yes,No,No,No,8705-WZCYL
Yes,No,DSL,Yes,No,No,No,No, No  , no  ,No,No,Yes,7102-JJVTX
No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,8626-PTQGE
Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,4983-CLMLV
Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,5701-YVSVF
Yes,No,Fiber optic,No,No,No,No,No,No,ees,Yes,Yes,Yes,5804-LEPIM
No,No phone service,DSL,No,No,No,No,Yes,No,No,No,No,Yes,5697-GOMBF
Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Yes,No,Yes,Yes,ORPH-17ced374
 Yes  ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,9385-EHGDO
Yes,No,No,No internet service,YES ,No internet service,No internet service,No internet service,No internet service,No,No,Yes,Yes,9498-FIMXL
Yes,Yes,Fiber optic,No, Yes  ,Yes,No,Yes,No,Yes,Yes,Yes,Yes,2379-GYFLQ
Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Yes,No,No,0122-OAHPZ
Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Yes,No,No,No,2868-SNELZ
Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,YeD,Yes,Yes,Yes,4322-RCYMT
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,6680-NENYN
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,2088-IEBAU
Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,7982-VCELR
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,1343-EHPYB
Yes,No,DSL,No,Yes,No,Yes,No,No, Yes  ,No,,Yes,6035-BXTTY
Yes,Yes,DSL,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6885-PKOAM
Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,7520-HQWJU
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Yes,Yes,9639-BUJXT
Yes,No,No,No internet service, No internet service  ,No internet service,No internet service,No internet service,No internet service,Yes,Yes,No,Yes,5924-SNGKP
Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,No,No,Yes,0021-IKXGC
Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,2034-GDRCN
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,Yes,8966-SNIZF
No,No phone service,DSL,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,6243-OZGFH
Yes,No phonb service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,4654-DLAMQ
Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,0513-RBGPE
Yes,No,DSL,No,No,No,No,No,No,Yes,No,Yes,No,5160-UXJED
Yes,,Fiber optic,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,4115-NZRKS
Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,0219-YTZUE
No,No phone service,DSL,Yes,No,No,No,Yes,No,Yes,YES ,No,No,0623-IIHUG
Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes,No,No,Yes,4572-DVCGN
Yes,Yes,DSL,Yes,No,No,No,No,No,Yes,Yes,Yes,No,3351-NGXYI
Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes, 8984-EYLLL  
No,No phone service,DSL,Yes,No,No,No,No,No,No,No,No,No,9057-MSWCO
Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,No,,No,No,9833-TGFHX
Yes,No,No,No internet service,No internet service,No internet service,No internet service, No internet service  ,No internet service,No,No,No,No,9294-TDIPC
Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5229-DTFYB
Yes,No,DSL,No,No,Yes,No,No,No,No,No,Yes,Yes,0104-PPXDV
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,,Yes,No,Yes,Yes,5176-LMJXE
Yes,No,Fiber optic,No,No,No,Yes,No,No,Yes,No,Yes,Yes,3583-KRKMD
Yes,No,Fiber optic,No,No,,No,Yes,Yes,Yes,Yes,No,No,1010-DIAUQ
Yes,No,DSL,Yes,No,No,No,No,Yes,Yes,No,No,Yes,9069-LGEUL
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,7302-ZHMHP
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,9571-EDEBV
,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3520-FJGCV
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes,No,Yes,6563-VRERX
Yes,Yes,Fiber optic,No,No,No,No,Yes,No,No,No,Yes,Yes,0259-GBZSH
No,No phone service,DSL,Yes,No,No, Yes  ,No,No,No,No,Yes,,6122-EFVKN
Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2805-EDJPQ
Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,No,No,,6862-CQUMB
Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,7156-MXBJE
No,No phone service,DSL,No,No,No,No,No,No,No,No,Yes,Yes,6158-HDPXZ
Yes,Yes,Fiber optic,No,No,Yes,,Yes,Yes,Yes, Yes  ,No,Yes,9601-BRXPO
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,2863-IMQDR
Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,5686-CMAWK
Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,5651-CRHKQ
Yes,No,DSL,No,Yes,No,No,No,No,Yes,No,Yes,No,6905-NIQIN
No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,8204-YJCLA
Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,No,No,No,Yes,5167-ZFFMM
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,6583-SZVGP
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,4895-TMWIR
Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,0533-BNWKF
No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,1708-PBBOA
Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,No,Yes,No,Yes,8782-LKFPK
Yes,No,DSL,No,No,No,No,No,No,No,No,Yes,No,5522-JBWMO
Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,No,No,No,Yes,3597-MVHJT
Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9774-NRNAU
Yes,No,,No,No,No,No,No,No internet servicR,Yes, Yes  ,Yes,Yes,0224-RLWWD
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,No,No,9967-ATRFS
Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,UNK-c0e67180
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,2977-CEBSX
Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0177-PXBAT
Yes,No,Fiber optic,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,6599-CEBNN
No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,2519-ERQOJ
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,No,Yes,No,5876-QMYLD
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,2277-AXSDC
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes,Yes,Yes,9442-JTWDL
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes, Yes  ,0979-PHULV
Yes,No,DSL,Yes,No,no internet service,Yes,No,No,No,No,,No,3067-SVMTC
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,Yes,5495-GPSRW
Yes,No,No, No internet service  ,,No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,No,7606-BPHHN
Yes,Yes,Fiber optic,Yes,,Yes,No,Yes,No,No,No,No,No,4742-DRORA
Yes,No,Fiber optic,No,,No,No,Yes,Yes,Yes,No,No,No,0111-KLBQG
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,Yes,4800-VHZKI
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,No,No,7989-CHGTL
Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,Yes,No,Yes,0334-GDDSO
Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,Yes,4163-NCJAK
Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,No,Yes,Yes,5233-AOZUF
Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,5973-EJGDP
Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Yes,Yes,No,1996-DBMUS
Yes,No,Fiber optic,No,Yes,No,No,No,No,No,Yes,No,Yes,7916-VCCPB
Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,4686-GEFRM
Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,No,5249-QYHEX
Yes,No,Fiber optic,No interSet service,Yes,No,No,No,Yes,Yes,Yes,No,Yes,0578-SKVMF
Yes,No,,No,No,Yes,No,No,No,Yes,No,No,No,ORPH-e19d1a0a
Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,No,2233-FAGXV
Yes,No,Fiber optic,No,No,No,No,No,No,Yes,No,Yes,Yes,5605-IYGFG
Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,7663-ZTEGJ
Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes,Yes,No,3935-TBRZZ
No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Yes,,No,Yes,8111-BKVDS
Yes,Yes,DSL,No,No,No,No,No,No,Yes,No,Yes,Yes,2055-SIFSS
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,2806-MLNTI
Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,8734-DKSTZ
Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Yes,Yes,Yes,4360-PNRQB
Yes,Yes,DSL,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,6152-ONASV
 Yes  ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,No,9063-ZGTUY
No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,7781-HVGMK
Yes,No,DSL,Yes,No,Yes,No,No,No,Yes,No,Yes,No,2181-UAESM
Yes,No,DSL,No,No,No,No,No,No,No,Yes,No,No,2957-LOLHO
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,No,6048-NJXHX
No,No phone service,DSL,No,No,Yes,Yes,Yes,No,YeR,Yes,Yes,Yes,2320-SLKMB
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes,No,Yes,4980-URKXC
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4376-KFVRS
Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,No,Yes,Yes,No,5886-VLQVU
Yes,No,DSL,No,No,Yes, Yes  ,No,No,No,No,Yes,No, 3577-AMVUX  
Yes,Yes,Fiber optic,,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0771-WLCLA
Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,5628-RKIFK
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes, Yes  ,Yes,No,Yes,Yes,0206-TBWLC
Yes,Yes,DSL,Yes,No,No,No,No,Yes,No,Yes,No,No,2937-FTHUR
Yes,No,Fiber optic,No,No,,No,No,Yes,Yes,Yes,Yes,Yes,1910-FMXJM
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,7752-XUSCI
Yes,No,Fiber optic,No,No,No,No,No,No,No,Yes,Yes,Yes,4110-PFEUZ
Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes,Yes,Yes,0732-OCQOC
Yes,No,Fiber optic,No,No,Yes,,Yes,Yes,Yes,Yes,No,Yes,5168-MSWXT
Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,ORPH-a81dc978
Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,No,8592-PLTMQ
Yes,No,DSL,Yes,No,Yes,yes,No,Yes,Yes,No,Yes,Yes,5760-WRAHC
 No  ,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes, 8847-GEOOQ  
Yes,No,Fiber optic,No,No,No,No,No,Yes,No,No,No,No,0256-LTHVJ
Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,,No internet service,No,Yes,Yes,No,4785-FCIFB
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,8313-NDOIA
Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,5149-CUZUJ
Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,0942-KOWSM
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,4237-CLSMM
yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,No,No,No,1452-VOQCH
Yes,No,No,No internet service,,No internet service,No internet service,No internet service,No internet service,No,No,Yes,Yes,4719-UMSIY
Yes,No,DSL,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No, 6614-VBEGU  
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,0880-TKATG
Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,3811-VBYBZ
Yes,Yes,Fiber optic,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,No,Yes,1480-BKXGA
No,No phone service, No  ,No,No,No,Yes,No,Yes,No,No,No,No,UNK-a7dd0379
Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,ORPH-2cd7f6e8
Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,5968-XQIVE
Yes, No  ,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,No,Yes,8896-RAZCR
Yes,No,DSL,No,No,No,No,No,Yes,Yes,No,Yes,No,4640-UHDOS
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,No,4933-IKULF
Yes,No,DSL,No,No,No,No,No,Yes,No,No,No,Yes,3583-EKAPL
Yes,No,DSL,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,1304-BCCFO
Yes,No,DSL,Yes,No,No,Yes,No,No,No,Yes,Yes,No,4104-PVRPS
Yes,No,Fiber optic,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,9399-APLBT
Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,Yes,No,No,2359-KMGLI
Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,3780-DDGSE
Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4431-EDMIQ
Yes,YJs,Fiber optic,No,No,No,Yes,YES ,Yes,Yes,Yes,Yes,Yes,0306-JAELE
Yes,No,Fiber optic,No,No,No,No,No,No,No,Yes,No,No,6227-HWPWX
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,No,No,0486-LGCCH
No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,0447-BEMNG
Yes,,Fiber optic,No,No,No,No,No,Yes,Yes,No,No,Yes,4612-SSVHJ
Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5168-MQQCA
Yes,No,Fiber optic,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,5949-XIKAE
Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,No,Yes,Yes,7971-HLVXI
Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,9094-AZPHK
Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,UNK-5a1843ba
No,No phone service,DSL,,No,Yes,Yes,Yes,No internet serviLe,Yes,No,Yes,Yes,4472-LVYGI
Yes,Yes,Fiber optic,No,No,No,No,No,No,No,Yes,No,Yes,8372-JUXUI
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,3552-CTCYF
Yes,No,DSL,No,Yes,No,No,Yes,No,Yes,No,No,No,6778-YSNIH
Yes,No,Fiber optic,Yes,No,No,No,No,No,Yes,NO ,No,Yes,0388-EOPEX
Yes,Yes,DSL,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,5756-OZRIO
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No, No  ,No,6579-JPICP
No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,8205-OTCHB
Yes,No,DSL,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,4134-BSXLX
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,YES ,No,Yes,No,No,0505-SPOOW
No,No phone service,DSL,No,Yes,No,No,No, No  ,Yes,No,No,Yes,6235-VDHOM
Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,7783-YKGDV
Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,4374-YMUSQ
Yes,Yes,Fiber optic,Yes,No,No,No,No, No  ,Yes,Yes,Yes,Yes,4513-CXYIX
Yes,Yes,DSL,Yes,No,No,No,No,Yes,No,Yes,Yes,No,3957-HHLMR
Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,7803-XOCCZ
Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,5736-YEJAX
Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,5609-CEBID
Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Yes,Yes,No,No,8981-FJGLA
Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,Yes, Yes  ,No,7218-HKQFK
Yes,Yes,Fiber optic,No,No,No, Yes  ,No,No,Yes,Yes,Yes,Yes,4636-QRJKY
Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No,Yes,No,1135-LMECX
Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,4332-MUOEZ
Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,8535-SFUTN
Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,No,No,No,5956-VKDTT
Yes,Yes,Fiber optic,No,Yes,No,Yes, Yes  ,Yes,Yes,Yes,Yes,Yes,8677-HDZEE
Yes,Yes,Fiber optic,Yes,Yes,,Yes,No,No,No,,Yes,Yes,2475-MROZF
